Summary Result file:# Time: 2023-01-13T16:10:53.060732800

dataSetName    total_load     UP_u           UP_c           LMP_min        LMP_arith_avg  LMP_avg_buyer_cost  LMP_median     LMP_max        LP+_min        LP+_arith_avg  LP+_avg_buyer_cost  LP+_median     LP+_max        bal_cost_c     bal_cost_u     constraints_cost    income_UP      income_LMP     income_LP+     surplus_UP     surplus_LMP    surplus_LP+    sys_profit_UP       sys_profit_LMP      sys_profit_LP+      sup_profit_UP       sup_profit_LMP      sup_profit_LP+      lmp_prof_over_up    lp+_prof_over_up    num_of_comp_nodes   
Sorted by default (by data set name):
19_winter      19079,61       590            665            339,00         543,34         542,39              519,74         806,83         339,00         544,18         543,50              522,07         806,83         7604083,53     6887622,68     716460,85           11256971,58    10348677,30    10369759,26    4369348,89     2744593,78     2765675,73     0,00                2744593,78          1858433,34          4369348,89          0,00                907242,40           908294,27           887212,31           7                   
18_winter      19571,42       590            665            339,00         538,97         560,88              532,87         828,94         339,00         539,51         561,87              534,16         828,94         7879289,93     7114071,50     765218,43           11547139,27    10977291,76    10996514,31    4433067,77     3098001,83     3117224,39     0,00                3098001,83          2186596,25          4433067,77          0,00                930628,13           569847,51           550624,96           7                   
9_winter       19635,21       590            665            339,00         538,97         560,88              532,87         828,94         339,00         539,51         561,87              534,16         828,94         7915067,74     7143744,22     771323,52           11584774,35    11013069,57    11032354,78    4441030,14     3098001,83     3117287,04     0,00                3098001,83          2183625,75          4441030,14          0,00                933661,29           571704,78           552419,58           7                   
16_winter      19743,35       590            665            339,00         542,19         562,65              539,21         848,63         339,00         542,66         563,60              540,66         848,63         7975861,28     7194137,50     781723,78           11648577,01    11108575,34    11127382,90    4454439,51     3132714,06     3151521,62     0,00                3132714,06          2212718,24          4454439,51          0,00                938803,39           540001,67           521194,10           7                   
11_winter      19796,09       590            665            339,00         534,58         558,47              524,35         837,88         339,00         535,21         559,49              525,29         837,88         8006318,89     7218713,48     787605,40           11679692,52    11055558,26    11075801,33    4460979,04     3049239,37     3069482,44     0,00                3049239,37          2128171,34          4460979,04          0,00                941311,10           624134,26           603891,19           7                   
10_winter      19900,87       590            665            339,00         534,47         559,05              524,41         846,96         339,00         535,08         560,05              525,29         846,96         8064853,39     7267899,55     796953,84           11741510,93    11125641,29    11145531,08    4473611,38     3060787,90     3080677,69     0,00                3060787,90          2134384,42          4473611,38          0,00                946293,28           615869,65           595979,85           7                   
17_winter      19942,93       590            665            339,00         534,60         559,11              524,41         846,96         339,00         535,21         560,11              525,29         846,96         8088369,31     7287621,30     800748,01           11766328,60    11150344,03    11170275,87    4478707,30     3061974,73     3081906,56     0,00                3061974,73          2133613,12          4478707,30          0,00                948293,44           615984,57           596052,73           7                   
12_winter      19975,71       590            665            339,00         569,45         602,45              578,88         960,26         339,00         567,72         599,57              581,65         960,26         8107671,65     7302894,78     804776,88           11785666,26    12034394,03    11976767,75    4482771,49     3926722,37     3869096,09     0,00                3926722,37          2919244,16          4482771,49          0,00                949851,93           -248727,76          -191101,48          7                   
15_winter      20036,38       590            665            339,00         555,97         562,57              529,48         844,00         339,00         555,49         561,99              535,76         844,00         8142776,16     7331248,94     811527,22           11821465,10    11271846,77    11260257,04    4490216,17     3129070,61     3117480,88     0,00                3129070,61          2164743,78          4490216,17          0,00                952737,10           549618,34           561208,06           7                   
13_winter      20124,05       590            665            339,00         555,79         561,60              529,48         844,00         339,00         555,30         561,02              535,76         844,00         8192008,05     7372543,20     819464,85           11873186,67    11301655,22    11290014,79    4500643,47     3109647,18     3098006,74     0,00                3109647,18          2141101,20          4500643,47          0,00                956905,54           571531,44           583171,88           7                   
14_winter_p    20190,36       590            665            339,00         609,70         678,50              560,89         2114,56        339,00         608,78         677,70              570,01         2114,56        8229297,58     7403824,69     825472,88           11912312,22    13699097,26    13682953,51    4508487,52     5469799,68     5453655,93     0,00                5469799,68          4493597,12          4508487,52          0,00                960058,81           -1786785,04         -1770641,30         7                   
End of summary sorted by total load

# End of summary results file ---
